"time","n1","n2","weight",,,,
"t_0","11","11","0.030304834",,,,
"t_0","11","36","1.5600343E-5",,,,
"t_0","04","26","1.3174685E-5",,,,
"t_0","27","39","1.7274797E-5",,,,
"t_0","36","34","1.8735424E-5",,,,
"t_0","13","06","2.2240776E-5",,,,
"t_0","11","26","1.7056132E-5",,,,
"t_0","05","35","1.9171419E-5",,,,
"t_0","28","03","2.1538168E-5",,,,
"t_0","03","40","1.9924899E-5",,,,
"t_0","07","23","1.9931387E-5",,,,
"t_0","03","04","1.4187346E-5",,,,
"t_0","13","04","1.8558301E-5",,,,
"t_0","30","28","1.3375173E-5",,,,
"t_0","38","09","1.8149052E-5",,,,
"t_0","07","26","1.2162927E-5",,,,
"t_0","26","15","2.218495E-5",,,,
"t_0","35","35","0.030032068",,,,
"t_0","13","21","2.310806E-5",,,,
"t_0","23","22","1.9131554E-5",,,,
"t_0","18","21","1.8484778E-5",,,,
"t_0","10","25","2.1102911E-5",,,,
"t_0","23","40","2.0717052E-5",,,,
"t_0","23","36","2.0012318E-5",,,,
"t_0","32","24","2.0604804E-5",,,,
"t_0","10","38","2.4392079E-5",,,,
"t_0","19","17","2.7063958E-5",,,,
"t_0","12","38","1.548256E-5",,,,
"t_0","39","24","1.9283007E-5",,,,
"t_0","04","36","1.5965465E-5",,,,
"t_0","06","22","1.838641E-5",,,,
"t_0","37","37","0.11718379",,,,
"t_0","33","36","1.6018934E-5",,,,
"t_0","18","12","2.0844418E-5",,,,
"t_0","11","31","1.8249957E-5",,,,
"t_0","10","02","1.382186E-5",,,,
"t_0","32","12","2.68568E-5",,,,
"t_0","19","29","1.924144E-5",,,,
"t_0","04","24","1.7440358E-5",,,,
"t_0","11","20","1.643105E-5",,,,
"t_0","02","17","2.2525428E-5",,,,
"t_0","24","21","1.5999894E-5",,,,
"t_0","01","15","1.6262431E-5",,,,
"t_0","38","29","1.382044E-5",,,,
"t_0","23","23","0.066364154",,,,
"t_0","29","18","1.6769876E-5",,,,
"t_0","17","08","2.3044855E-5",,,,
"t_0","26","03","1.2625623E-5",,,,
"t_0","02","18","1.41215E-5",,,,
"t_0","01","21","1.3795535E-5",,,,
"t_0","27","17","2.9238487E-5",,,,
"t_0","26","02","1.605727E-5",,,,
"t_0","29","31","1.7521243E-5",,,,
"t_0","31","12","2.5859792E-5",,,,
"t_0","40","40","0.12639767",,,,
"t_0","29","14","1.8057213E-5",,,,
"t_0","23","07","1.9931387E-5",,,,
"t_0","37","29","1.4174674E-5",,,,
"t_0","04","27","2.2505103E-5",,,,
"t_0","28","20","1.8238392E-5",,,,
"t_0","31","33","2.9978899E-5",,,,
"t_0","25","39","1.8839091E-5",,,,
"t_0","20","31","2.3835099E-5",,,,
"t_0","08","11","1.2005333E-5",,,,
"t_0","21","19","1.3218586E-5",,,,
"t_0","38","26","1.9529363E-5",,,,
"t_0","17","18","2.6732272E-5",,,,
"t_0","35","18","2.5652427E-5",,,,
"t_0","21","37","1.6806522E-5",,,,
"t_0","37","31","1.740938E-5",,,,
"t_0","14","07","1.4086302E-5",,,,
"t_0","36","09","2.2946368E-5",,,,
"t_0","08","21","1.3435539E-5",,,,
"t_0","30","10","2.1904094E-5",,,,
"t_0","30","07","1.7031807E-5",,,,
"t_0","12","02","1.7516097E-5",,,,
"t_0","03","20","2.070931E-5",,,,
"t_0","17","22","1.9610554E-5",,,,
"t_0","16","33","1.5618143E-5",,,,
"t_0","15","20","2.6006359E-5",,,,
"t_0","23","39","2.1837379E-5",,,,
"t_0","01","30","1.4354717E-5",,,,
"t_0","39","08","1.6282173E-5",,,,
"t_0","04","21","1.532936E-5",,,,
